protein1	protein2	cost
ITSN1	PIK3AP1	0.594442
ITSN1	MRPL20	0.594442
ITSN1	TTC37	0.654948
ITSN1	UBE2K	0.594442
ITSN1	EEF1A1	0.594442
ITSN1	SNAP25	0.458237
ITSN1	RNASEH2A	0.654948
ITSN1	SCOC	0.594442
ITSN1	SF3B4	0.594442
ITSN1	PHGDH	0.598835
HBS1L	SRPK2	0.561127
HBS1L	UBC	0.0850096
HBS1L	SRPK1	0.561127
HBS1L	HTT	0.598835
TMC6	ZDHHC17	0.492989
TMC6	UBC	0.410771
MSX1	MSX2	0.413127
MSX1	DLX5	0.561127
MSX1	SUMO2	0.85922
MSX1	TAF1	0.85922
MSX1	AES	0.85922
MSX1	ING4	0.594442
MSX1	UBC	0.598835
MSX1	PIAS1	0.85922
MSX1	RGS7	0.830932
MSX1	TLE4	0.85922
MSX1	SP1	0.598835
MSX1	TLE2	0.594442
MAGEA9B	UBC	0.221602
MAGEA9B	APPL1	0.392016
HAUS5	CCDC8	0.598835
HAUS5	RGS2	0.492989
HAUS5	HAUS6	0.407424
HAUS5	CEP250	0.598835
HAUS5	ILK	0.598835
HAUS5	UBC	0.221602
HAUS5	HAUS2	0.598835
HAUS5	HAUS8	0.594442
C12ORF10	IDH1	0.654948
C12ORF10	CMTM5	0.443583
C12ORF10	COPS5	0.594442
C12ORF10	GLRX3	0.654948
C12ORF10	OXCT1	0.654948
C12ORF10	DAK	0.654948
C12ORF10	FAM9B	0.443583
C12ORF10	SORD	0.654948
C12ORF10	DSTN	0.654948
C12ORF10	SKIL	0.763579
C12ORF10	SUMO2	0.598835
C12ORF10	PGD	0.654948
C12ORF10	UBC	0.298244
C12ORF10	RBBP7	0.654948
C12ORF10	DDX39A	0.654948
C12ORF10	THOP1	0.654948
ATPAF2	MAGEA6	0.392016
ATPAF2	EWSR1	0.443583
ATPAF2	DDIT3	0.443583
ATPAF2	TRIM27	0.392016
ATPAF2	ATP5A1	0.63215
ATPAF2	EBF1	0.392016
ATPAF2	ATP5B	0.307239
ATPAF2	RPIA	0.392016
ATPAF2	REL	0.392016
ATPAF2	TRIM23	0.392016
ATPAF2	TP53BP2	0.443583
ATPAF2	LNX1	0.392016
ATPAF2	KRT40	0.363748
C19ORF60	MDFI	0.294386
C19ORF60	PSMD14	0.598835
FAM129A	CCDC8	0.598835
FAM129A	FHL2	0.443583
FAM129A	UBC	0.298244
FAM129A	POLD2	0.654948
ZNF485	UBC	0.298244
ZBTB9	TSR2	0.392016
ZBTB9	KRTAP10-3	0.594442
ZBTB9	EHHADH	0.392016
ZBTB9	ZNF23	0.594442
ZBTB9	DYRK2	0.443583
ZBTB9	EIF4E2	0.392016
ZBTB9	MDFI	0.392016
ZBTB9	DTNB	0.443583
ZBTB9	SUMO2	0.410771
ZBTB9	ZNF408	0.594442
ZBTB9	PPARGC1B	0.594442
ZBTB9	MYBL2	0.594442
ZBTB9	UBC	0.410771
ZBTB9	GTF2E1	0.594442
ZBTB9	CHURC1	0.594442
ZBTB9	CAPN7	0.443583
ZBTB9	HECW2	0.598835
ZBTB9	ZNF407	0.594442
RASGRP2	FAM118B	0.565996
RASGRP2	NRAS	0.830932
RASGRP2	UBC	0.298244
DUPD1	TRAF6	0.598835
PLEC	CCDC8	0.598835
PLEC	SMC4	0.654948
PLEC	GRB2	0.598835
PLEC	EED	0.598835
PLEC	SRRM2	0.598835
PLEC	SNAPIN	0.63215
PLEC	HNRNPL	0.654948
PLEC	TAF15	0.598835
PLEC	SMAD9	0.594442
PLEC	SMC2	0.654948
PLEC	YWHAZ	0.598835
PLEC	COL17A1	0.73985
PLEC	GNAI2	0.654948
PLEC	ISG15	0.598835
PLEC	TSGA10	0.598835
PLEC	EGFR	0.830932
PLEC	ETS1	0.598835
PLEC	SPTA1	0.561127
PLEC	EWSR1	0.598835
PLEC	GNB2L1	0.73985
PLEC	GBF1	0.654948
PLEC	MTDH	0.654948
PLEC	SUMO3	0.410771
PLEC	SUMO2	0.598835
PLEC	RABEP1	0.654948
PLEC	ACTC1	0.85922
PLEC	CUL7	0.598835
PLEC	FMNL1	0.598835
PLEC	UBC	0.0581152
PLEC	NCAPG	0.654948
PLEC	TSC22D1	0.598835
PLEC	FUS	0.443981
PLEC	LRRK2	0.598835
PLEC	SPTAN1	0.391484
PLEC	BECN1	0.63215
PLEC	USP20	0.598835
PLEC	COMMD3-BMI1	0.598835
PLEC	FN1	0.598835
PLEC	EZH2	0.598835
PLEC	NCAPH	0.654948
PLEC	SIRT7	0.598835
PLEC	CDK1	0.830932
PLEC	SUZ12	0.598835
PLEC	CASP8	0.85922
PLEC	SP1	0.598835
PLEC	NOS2	0.598835
PLEC	KCTD13	0.598835
LACTB2	NDRG3	0.654948
LACTB2	NEDD8	0.598835
LACTB2	UBC	0.410771
LACTB2	TXNL1	0.654948
LACTB2	SIAH1	0.392016
LACTB2	COIL	0.654948
LACTB2	SMEK2	0.654948
GKN1	CDC27	0.594442
KIAA1305	RBPMS	0.443583
HM13	P4HB	0.598835
HM13	TRAM1	0.598835
HM13	UNC93B1	0.598835
HM13	UBC	0.0474791
HM13	DERL1	0.598835
HM13	XBP1	0.598835
HM13	FLOT1	0.654948
CSRP2	STK4	0.63215
CSRP2	RNF2	0.598835
CSRP2	TRIM27	0.392016
CSRP2	UBC	0.298244
CSRP2	PIAS1	0.499043
CSRP2	COMMD3-BMI1	0.598835
CSRP2	MDC1	0.598835
CSRP2	EEF1A1	0.763579
SERPINB8	PRSS1	0.549451
SERPINB8	BCL2	0.598835
SERPINB8	SUMO2	0.598835
SERPINB8	CAP1	0.73985
SERPINB8	UBC	0.598835
SERPINB8	FURIN	0.549451
TIMP4	MMP14	0.370243
AXL	FBXO25	0.561127
AXL	CSK	0.613559
AXL	GRB2	0.538056
AXL	ERRFI1	0.598835
AXL	STUB1	0.598835
AXL	CBL	0.585069
AXL	IL15RA	0.830932
AXL	SHC1	0.85922
AXL	PTPN11	0.85922
AXL	SOCS1	0.763579
AXL	ADAM10	0.794225
AXL	LCK	0.561127
AXL	GAS6	0.561127
AXL	UBC	0.0739219
AXL	TNS2	0.472754
AXL	PIK3R1	0.44728
CDK12	TCEB3	0.654948
CDK12	ZNF606	0.654948
CDK12	PRPF4	0.654948
CDK12	VPS51	0.654948
CDK12	SRRM2	0.598835
CDK12	MGMT	0.598835
CDK12	TRIM24	0.654948
CDK12	EWSR1	0.594442
CDK12	POLR2A	0.85922
CDK12	CDK20	0.598835
CDK12	SUMO2	0.598835
CDK12	UBC	0.298244
CDK12	RBM39	0.598835
CDK12	IPPK	0.654948
CDK12	KRTAP9-3	0.598835
SRSF11	TOX4	0.654948
SRSF11	SNRPA	0.654948
SRSF11	TPBG	0.654948
SRSF11	TFPI	0.654948
SRSF11	RBM14-RBM4	0.654948
SRSF11	DDOST	0.594442
SRSF11	SREK1	0.443583
SRSF11	DDX46	0.654948
SRSF11	TCERG1	0.654948
SRSF11	TOP1	0.436465
SRSF11	YWHAG	0.598835
SRSF11	MSH2	0.654948
SRSF11	PPP1CA	0.654948
SRSF11	TANK	0.443583
SRSF11	TERF2	0.598835
SRSF11	SHCBP1	0.654948
SRSF11	VTN	0.654948
SRSF11	S100A9	0.654948
SRSF11	ETS1	0.427045
SRSF11	AGMAT	0.654948
SRSF11	SDCBP	0.443583
SRSF11	U2AF2	0.458237
SRSF11	MME	0.598835
SRSF11	UBC	0.165007
SRSF11	SART1	0.654948
SRSF11	RBM39	0.443583
SRSF11	NCSTN	0.654948
SRSF11	SAP18	0.654948
SRSF11	VASN	0.654948
SRSF11	SON	0.654948
SRSF11	THAP11	0.594442
SRSF11	SRSF3	0.654948
SRSF11	THRAP3	0.654948
SRSF11	ZNF592	0.654948
SRSF11	PUF60	0.296798
SRSF11	UTP14A	0.654948
SRSF11	SRSF7	0.654948
SRSF11	PHGDH	0.654948
CASC3	GRB2	0.594442
CASC3	PTPN1	0.63215
CASC3	UPF3B	0.410771
CASC3	FGFR4	0.63215
CASC3	RBM8A	0.298244
CASC3	PTPRJ	0.63215
CASC3	UBC	0.298244
CASC3	APC	0.63215
CASC3	MAGOH	0.165007
CASC3	COMMD3-BMI1	0.598835
CASC3	THRAP3	0.598835
CASC3	STAU1	0.85922
CASC3	CASP8	0.63215
TBRG4	ASAP2	0.598835
TBRG4	CALCOCO2	0.443583
TBRG4	FAM9B	0.443583
TBRG4	EGFR	0.598835
TBRG4	PTN	0.530378
TBRG4	MAL2	0.443583
TBRG4	UBC	0.221602
TBRG4	TSC22D1	0.598835
TBRG4	MTMR4	0.598835
TECPR1	TRAPPC8	0.598835
TECPR1	ATG5	0.298247
TECPR1	PLOD3	0.598835
TECPR1	ATG12	0.410771
TECPR1	TRAPPC12	0.598835
MEX3C	UBC	0.410771
MEX3C	YWHAH	0.598835
SERPINA2	XRCC6	0.594442
RFPL3	LNX1	0.443583
ULK4	UBE2V1	0.654948
ACMSD	PLIN3	0.63215
CCKBR	NTM	0.443583
CCKBR	GRB2	0.598835
CCKBR	PTPN11	0.377367
CCKBR	GAST	0.727791
CCKBR	ADRB2	0.594442
CCKBR	FYN	0.598835
CCKBR	NCK1	0.598835
SLC25A20	HN1L	0.565996
SLC25A20	UBC	0.598835
GPR158	PITX2	0.598835
GPR158	UBC	0.598835
PTTG1	CDC27	0.277756
PTTG1	BUB1B	0.45648
PTTG1	CUL1	0.45648
PTTG1	XRCC6	0.443929
PTTG1	RAD23A	0.598835
PTTG1	AURKA	0.561127
PTTG1	UBC	0.0739219
PTTG1	RAE1	0.598835
PTTG1	UBE4A	0.561127
PTTG1	BTRC	0.598835
PTTG1	CDK1	0.830932
PTTG1	CDC20	0.0471144
RPS20	MPP6	0.594442
RPS20	FBXO6	0.598835
RPS20	PNO1	0.654948
RPS20	COPS5	0.598835
RPS20	SERBP1	0.654948
RPS20	PGRMC1	0.654948
RPS20	GRB2	0.598835
RPS20	SMURF1	0.598835
RPS20	COPS6	0.598835
RPS20	RALY	0.654948
RPS20	RPS6	0.47326
RPS20	CUL1	0.598835
RPS20	RPS23	0.47326
RPS20	NRAS	0.594442
RPS20	YWHAZ	0.598835
RPS20	MRPL14	0.654948
RPS20	RPS15A	0.47326
RPS20	RPL8	0.654948
RPS20	RPS27	0.654948
RPS20	FAU	0.654948
RPS20	RPL27A	0.654948
RPS20	RPL4	0.654948
RPS20	RPS7	0.654948
RPS20	RPS5	0.654948
RPS20	POLR2A	0.654948
RPS20	EIF3H	0.654948
RPS20	CUL2	0.598835
RPS20	RPS28	0.47326
RPS20	NEDD8	0.410771
RPS20	RPL24	0.654948
RPS20	EIF3L	0.654948
RPS20	GNB2L1	0.654948
RPS20	RPS25	0.47326
RPS20	WIBG	0.654948
RPS20	RPSA	0.47326
RPS20	RPL18A	0.654948
RPS20	RPL37A	0.654948
RPS20	RPL15	0.654948
RPS20	UBE2O	0.63215
RPS20	RPS12	0.654948
RPS20	MAP4	0.654948
RPS20	RPLP0	0.654948
RPS20	DDX5	0.654948
RPS20	UBC	0.0368695
RPS20	EIF3D	0.654948
RPS20	RPS13	0.47326
RPS20	REEP6	0.594442
RPS20	TCP1	0.654948
RPS20	EIF3E	0.654948
RPS20	SND1	0.654948
RPS20	LRRK2	0.561127
RPS20	RPS17	0.654948
RPS20	RPS29	0.654948
RPS20	RPL6	0.654948
RPS20	FN1	0.598835
RPS20	TUBGCP2	0.598835
RPS20	RPL29	0.654948
RPS20	RPL10A	0.654948
RPS20	MAP3K14	0.598835
RPS20	RPS24	0.654948
RPS20	MRPL23	0.654948
RPS20	VCL	0.85922
RPS20	RPS27L	0.654948
RPS20	TSR1	0.654948
RPS20	RPL5	0.654948
RPS20	RPL13	0.654948
RPS20	RPL21	0.654948
RPS20	RPL3	0.654948
RPS20	RPL23	0.654948
RPS20	RPL17-C18ORF32	0.654948
RPS20	CUL4A	0.598835
RPS20	RPL18	0.654948
TMEM115	CREB3	0.63215
TMEM115	ZDHHC17	0.492989
TMEM115	UBC	0.410771
TMEM115	SYNE4	0.392016
NBR1	ITSN2	0.594442
NBR1	SOD1	0.73224
NBR1	GABARAPL1	0.289938
NBR1	MAP1LC3A	0.186725
NBR1	USP8	0.457403
NBR1	GSK3B	0.45648
NBR1	SPRED2	0.598835
NBR1	UBC	0.0431455
NBR1	FEZ1	0.432458
NBR1	TTN	0.373779
NBR1	UBB	0.73224
NBR1	HTT	0.475767
NBR1	TOLLIP	0.598835
SLC39A1	SLC39A2	0.763579
SLC39A1	CERS2	0.594442
SLC39A1	UBC	0.598835
JPH3	PPP1CA	0.594442
JPH3	BGN	0.561127
JPH3	SMAD3	0.85922
FSTL5	PYCARD	0.598835
RELB	RELA	0.257372
RELB	COMMD8	0.598835
RELB	COMMD9	0.598835
RELB	RPLP0P6	0.598835
RELB	NONO	0.598835
RELB	HDAC6	0.459129
RELB	SFPQ	0.598835
RELB	HDAC1	0.73224
RELB	TUBB4A	0.598835
RELB	MALT1	0.561127
RELB	KPNA1	0.598835
RELB	NUDT21	0.598835
RELB	SMARCE1	0.467367
RELB	SMARCA4	0.598835
RELB	MT1M	0.594442
RELB	RPS5	0.598835
RELB	COMMD5	0.598835
RELB	USP11	0.467367
RELB	SMARCC2	0.598835
RELB	TUBA3D	0.598835
RELB	CPSF6	0.598835
RELB	COMMD2	0.598835
RELB	YY1	0.402745
RELB	GSK3B	0.45648
RELB	UQCRFS1	0.492989
RELB	UBC	0.298244
RELB	NFKB2	0.141008
RELB	RUVBL1	0.598835
RELB	SMARCD1	0.598835
RELB	HSD17B4	0.598835
RELB	ACTL6A	0.475767
RELB	COMMD10	0.598835
RELB	NFKBIE	0.598835
RELB	EZH2	0.45648
RELB	TUBB	0.598835
RELB	PRKDC	0.598835
RELB	CDK1	0.594442
RELB	DDX1	0.598835
RELB	UBB	0.598835
RELB	SUZ12	0.598835
RELB	CAD	0.598835
RELB	HSPA6	0.598835
RELB	TIMM50	0.598835
RELB	HSPA9	0.598835
RELB	SIN3A	0.585069
C10ORF90	UBC	0.598835
MIS12	NDC80	0.220971
MIS12	NSL1	0.18382
MIS12	SPC24	0.410771
MIS12	TF	0.598835
MIS12	BUB1	0.312498
MIS12	BUB1B	0.410771
MIS12	NUF2	0.410771
MIS12	FGA	0.598835
MIS12	NF1	0.654948
MIS12	UBC	0.598835
MIS12	PIGR	0.598835
MIS12	DSN1	0.170994
MIS12	APOA1	0.598835
MIS12	CASC5	0.220971
MIS12	CENPC	0.598835
MIS12	SPC25	0.410771
GUCY1B3	STUB1	0.598835
GUCY1B3	UBC	0.598835
GUCY1B3	AGAP1	0.73985
GUCY1B3	GUCY1A2	0.417178
CCR6	DEFB103B	0.830932
CCR6	DEFB4B	0.830932
CCR6	DEFB1	0.85922
CCR6	CCL20	0.350106
MEF2C	NOTCH1	0.85922
MEF2C	COPS5	0.492989
MEF2C	VGLL2	0.830932
MEF2C	EP300	0.391484
MEF2C	SOX18	0.449051
MEF2C	IFRD1	0.45648
MEF2C	NCOA2	0.561127
MEF2C	GATA4	0.830932
MEF2C	YWHAZ	0.492989
MEF2C	MEF2D	0.85922
MEF2C	SPTBN1	0.492989
MEF2C	PLA2G12A	0.492989
MEF2C	CCNB1	0.85922
MEF2C	UBC	0.410771
MEF2C	TFCP2	0.598835
MEF2C	VGLL4	0.763579
MEF2C	HDAC5	0.561127
MEF2C	EPAS1	0.492989
MEF2C	CDK1	0.85922
MEF2C	SP1	0.472754
MEF2C	SIRT1	0.73224
ACOX2	PEX5	0.690083
TMEM134	VKORC1	0.594442
CDX1	LEF1	0.45648
CDX1	SOX2	0.561127
CDX1	CEBPA	0.318539
CDX1	LGR4	0.598835
C5ORF15	UBC	0.0739219
KIR3DL1	RPS6KB1	0.594442
APOF	APOA2	0.637833
APOF	APOA1	0.637833
ACTR1A	COPS5	0.598835
ACTR1A	SMURF1	0.598835
ACTR1A	RRS1	0.654948
ACTR1A	HDAC6	0.598835
ACTR1A	MYH9	0.654948
ACTR1A	PSMD1	0.654948
ACTR1A	CUL1	0.598835
ACTR1A	SPTBN1	0.85922
ACTR1A	MYCBP	0.654948
ACTR1A	SUMO2	0.598835
ACTR1A	NUP133	0.654948
ACTR1A	SPTBN2	0.290017
ACTR1A	UBC	0.0850096
ACTR1A	MCM7	0.654948
ACTR1A	PSMC4	0.654948
ACTR1A	ACTR1B	0.47326
BAZ1B	ERCC6	0.598835
BAZ1B	CCDC8	0.598835
BAZ1B	HIST1H3D	0.44596
BAZ1B	EED	0.598835
BAZ1B	SRRM2	0.654948
BAZ1B	MYO1C	0.598835
BAZ1B	ARID1A	0.598835
BAZ1B	HIST2H2AC	0.561127
BAZ1B	SMARCE1	0.598835
BAZ1B	HDAC11	0.598835
BAZ1B	SMARCA4	0.397782
BAZ1B	SMARCA5	0.190066
BAZ1B	SMARCC2	0.436465
BAZ1B	CHAF1B	0.598835
BAZ1B	SUPT16H	0.598835
BAZ1B	NR4A2	0.45648
BAZ1B	SUMO3	0.598835
BAZ1B	VDR	0.256084
BAZ1B	RNF2	0.598835
BAZ1B	SUMO2	0.298244
BAZ1B	TCF3	0.537305
BAZ1B	ATAD5	0.598835
BAZ1B	CUL7	0.598835
BAZ1B	UBC	0.0739219
BAZ1B	BAZ1A	0.598835
BAZ1B	SMARCD1	0.598835
BAZ1B	LMNA	0.598835
BAZ1B	HDGF	0.598835
BAZ1B	ACTL6A	0.598835
BAZ1B	RHD	0.598835
BAZ1B	MAPK9	0.561127
BAZ1B	SIRT7	0.598835
BAZ1B	MYBBP1A	0.598835
BAZ1B	POLR1B	0.73224
BAZ1B	SIN3A	0.598835
DHRS1	KRTAP3-2	0.392016
DHRS1	KRTAP10-3	0.594442
DHRS1	KRTAP10-8	0.392016
DHRS1	MDFI	0.452941
DHRS1	KRTAP5-9	0.392016
DHRS1	UBC	0.120851
LAMA1	COL7A1	0.85922
LAMA1	TMPRSS6	0.85922
LAMA1	ITGB1	0.549451
LAMA1	DAG1	0.719821
LAMA1	FBLN2	0.376967
LAMA1	HSPG2	0.549451
LAMA1	NID1	0.85922
LAMA1	C3	0.85922
LAMA1	UBC	0.410771
LAMA1	MAPK9	0.598835
LAMA1	ACHE	0.85922
LAMA1	ITGA1	0.549451
SKIV2L	TSSK2	0.492989
SKIV2L	GALNT13	0.530378
SKIV2L	EGFR	0.598835
SKIV2L	NDOR1	0.654948
SKIV2L	PMPCA	0.594442
SKIV2L	EXOSC4	0.452941
SKIV2L	UBC	0.0850096
SKIV2L	WDR1	0.594442
SKIV2L	SIRT7	0.598835
SKIV2L	MYC	0.598835
SKIV2L	FBXW4	0.598835
SKIV2L	EXOSC10	0.594442
SKIV2L	LGR4	0.598835
NAT6	EMG1	0.63215
GHITM	SUMO2	0.598835
GHITM	UBC	0.298244
GHITM	SARM1	0.45648
RNASEK	UBC	0.598835
ECM1	GRN	0.63215
ECM1	FBLN1	0.73985
ECM1	HSPG2	0.717078
ECM1	BNIP3L	0.594442
ECM1	COMP	0.598835
ECM1	LAMC2	0.63215
ECM1	IRAK3	0.594442
ECM1	THBS1	0.63215
ECM1	UBC	0.598835
ECM1	FN1	0.63215
ECM1	HECW2	0.598835
ECM1	SRPK1	0.561127
CCL13	HNRNPH3	0.63215
CCL13	CXCR3	0.598835
DEFB127	COPS5	0.598835
SOX12	POLD2	0.594442
SOX12	SRM	0.492989
SLC44A1	NUDT21	0.492989
SLC44A1	C11ORF58	0.492989
SLC44A1	UBC	0.0850096
SLC44A1	KCNE3	0.492989
CYP4F2	GRB2	0.598835
CYP4F2	CYB5A	0.561127
CYP4F2	UBC	0.598835
CYP4F2	FYN	0.598835
CYP4F2	NCK1	0.598835
ROBO3	RBMX	0.443583
ROBO3	MTUS2	0.443583
ROBO3	CCDC57	0.443583
ROBO3	UBC	0.598835
ROBO3	NEDD4L	0.561127
ROBO3	APOA1	0.598835
ROBO3	LNX1	0.443583
DKK3	UBQLN4	0.452941
DKK3	AURKA	0.63215
DKK3	APC	0.63215
PFDN5	TRIM28	0.472754
PFDN5	FBXW8	0.598835
PFDN5	CALCOCO2	0.334452
PFDN5	PRPF4	0.598835
PFDN5	GLRX3	0.443583
PFDN5	TP73	0.398358
PFDN5	VBP1	0.331296
PFDN5	PPP6R1	0.598835
PFDN5	IARS	0.654948
PFDN5	PRKAR1A	0.654948
PFDN5	HDAC1	0.410771
PFDN5	PSME3	0.443583
PFDN5	PPP3CA	0.654948
PFDN5	ETS1	0.598835
PFDN5	GNB4	0.598835
PFDN5	CUL2	0.598835
PFDN5	NRD1	0.654948
PFDN5	PPP1R12A	0.654948
PFDN5	TUBA3D	0.85922
PFDN5	RPA1	0.654948
PFDN5	FBXW11	0.598835
PFDN5	TCEB2	0.598835
PFDN5	URI1	0.598835
PFDN5	PSMD8	0.598835
PFDN5	CALR	0.654948
PFDN5	WSB2	0.598835
PFDN5	PPP6R2	0.598835
PFDN5	UBC	0.0716994
PFDN5	SH3GL1	0.654948
PFDN5	XPO5	0.654948
PFDN5	IPO7	0.654948
PFDN5	MAP3K3	0.598835
PFDN5	PSMC4	0.598835
PFDN5	PUS1	0.654948
PFDN5	METTL21B	0.598835
PFDN5	PDIA6	0.654948
PFDN5	DARS	0.654948
PFDN5	RPRD1B	0.654948
PFDN5	GNB2	0.598835
PFDN5	PFDN6	0.47326
PFDN5	MYC	0.101215
PFDN5	PPP2CB	0.598835
PFDN5	SP1	0.598835
PFDN5	EGR1	0.598835
PFDN5	SIN3A	0.598835
ITPR3	CCDC8	0.598835
ITPR3	CAV1	0.598835
ITPR3	TRPC7	0.561127
ITPR3	PPP1CA	0.561127
ITPR3	ATP2A2	0.654948
ITPR3	UBC	0.221602
ITPR3	TRPC4	0.354335
ITPR3	ANK1	0.765937
ITPR3	SIGMAR1	0.598835
ITPR3	ITPR1	0.637833
ITPR3	TRPC1	0.286822
ITPR3	SIRT7	0.598835
ITPR3	ABCD1	0.654948
ITPR3	TRPC6	0.384055
RGL4	HRAS	0.393241
RGL4	RALA	0.561127
BBS9	BBS4	0.598835
BBS9	LZTFL1	0.443981
BBS9	BBS2	0.298244
BBS9	BBS12	0.598835
BBS9	TTC8	0.598835
ASCC3L1	APC	0.63215
MAP4K4	BRCA1	0.690083
MAP4K4	MOB1B	0.598835
MAP4K4	ITGB1	0.388167
MAP4K4	PPP1CA	0.594442
MAP4K4	MAP3K1	0.598835
MAP4K4	TRAPPC9	0.598835
MAP4K4	GBP3	0.369192
MAP4K4	NME7	0.594442
MAP4K4	UBC	0.120851
MAP4K4	ZRANB1	0.598835
MAP4K4	MAP3K7	0.571676
MAP4K4	DOK1	0.85922
MAP4K4	SLC9A1	0.444259
MAP4K4	CASP8	0.85922
MAP4K4	TBPL2	0.594442
MAP4K4	NCK1	0.376755
MAP4K4	GRK5	0.598835
MAP4K4	KIF26B	0.594442
NRM	FBXO6	0.598835
NRM	UBC	0.598835
NRM	CREB3L1	0.392016
VASP	PRKACA	0.719821
VASP	SCGB2A2	0.392016
VASP	ATP6V1F	0.654948
VASP	GRB2	0.598835
VASP	APBB1IP	0.637833
VASP	IRAK1	0.598835
VASP	ZYX	0.342428
VASP	SAT1	0.432162
VASP	LPP	0.830932
VASP	CPNE3	0.654948
VASP	NOL3	0.594442
VASP	ABI2	0.392016
VASP	TRIM9	0.594442
VASP	PSMA5	0.654948
VASP	RPP38	0.654948
VASP	SPTA1	0.63215
VASP	CEP250	0.598835
VASP	PFN2	0.302002
VASP	TES	0.45648
VASP	PRKG1	0.719821
VASP	PAAF1	0.654948
VASP	ATP6V1C1	0.654948
VASP	XIRP1	0.345785
VASP	PPP4R2	0.654948
VASP	DMRTB1	0.320902
VASP	UBC	0.165007
VASP	TSG101	0.598835
VASP	APBB1	0.561127
VASP	WAS	0.561127
VASP	ACAT2	0.654948
VASP	POP7	0.654948
VASP	PRMT5	0.654948
VASP	PFN1	0.472754
VASP	FN1	0.598835
VASP	DDX1	0.654948
VASP	VCL	0.598835
VASP	FAT1	0.561127
VASP	WWP2	0.594442
VASP	ERMAP	0.830932
VASP	ACTA1	0.674854
VASP	AMOT	0.654948
CAPN6	EZR	0.598835
POLR3E	GPN1	0.598835
POLR3E	POLR3A	0.482174
POLR3E	SSRP1	0.598835
POLR3E	SUMO2	0.410771
POLR3E	UBC	0.598835
POLR3E	RAE1	0.598835
POLR3E	POLR3D	0.449051
HNRNPAB	COPS5	0.598835
HNRNPAB	SNAP23	0.654948
HNRNPAB	EED	0.598835
HNRNPAB	SMURF1	0.598835
HNRNPAB	COPS6	0.598835
HNRNPAB	TP63	0.333363
HNRNPAB	CUL1	0.598835
HNRNPAB	USP19	0.594442
HNRNPAB	RPA3	0.598835
HNRNPAB	HNRNPA0	0.654948
HNRNPAB	CUL2	0.598835
HNRNPAB	ACTB	0.85922
HNRNPAB	RPA1	0.598835
HNRNPAB	NEDD8	0.598835
HNRNPAB	DCUN1D1	0.598835
HNRNPAB	LIN28A	0.598835
HNRNPAB	ATG12	0.598835
HNRNPAB	RNF2	0.598835
HNRNPAB	UBE2O	0.63215
HNRNPAB	SUMO2	0.410771
HNRNPAB	ERG	0.45648
HNRNPAB	HOXD4	0.594442
HNRNPAB	AES	0.598835
HNRNPAB	CUL7	0.598835
HNRNPAB	UBC	0.0581152
HNRNPAB	HOXC13	0.594442
HNRNPAB	YBX1	0.654948
HNRNPAB	FN1	0.598835
HNRNPAB	EZH2	0.598835
HNRNPAB	STAU1	0.598835
HNRNPAB	MEPCE	0.598835
HNRNPAB	POLR3D	0.594442
HNRNPAB	PAK1	0.63215
HNRNPAB	ELAVL2	0.594442
HNRNPAB	MRPS7	0.654948
HNRNPAB	SF3A2	0.598835
HNRNPAB	IFIT3	0.598835
HNRNPAB	CUL4A	0.598835
HNRNPAB	ATP6AP1	0.654948
HNRNPAB	CNBP	0.598835
RHOT1	IRAK1	0.598835
RHOT1	ILK	0.598835
RHOT1	TRAK1	0.397782
RHOT1	PINK1	0.475767
RHOT1	AMFR	0.598835
RHOT1	UBC	0.165007
RHOT1	PCSK9	0.598835
VWA5A	CD1A	0.654948
VWA5A	UBC	0.298244
UGT8	FBXO6	0.598835
PHB2	BRCA1	0.598835
PHB2	RELA	0.598835
PHB2	EED	0.598835
PHB2	PTMA	0.472754
PHB2	PPP2R1A	0.598835
PHB2	IARS	0.598835
PHB2	EPB41	0.598835
PHB2	ATXN10	0.598835
PHB2	LGALS3BP	0.475767
PHB2	ASB17	0.598835
PHB2	HDAC1	0.245894
PHB2	EPPK1	0.475767
PHB2	FHL2	0.594442
PHB2	EWSR1	0.598835
PHB2	DDX20	0.475767
PHB2	ATG2A	0.598835
PHB2	ABCB1	0.598835
PHB2	PFAS	0.598835
PHB2	HDAC3	0.549451
PHB2	PDXDC1	0.475767
PHB2	DYNC1H1	0.598835
PHB2	NUP205	0.598835
PHB2	RNF2	0.342428
PHB2	SUMO2	0.598835
PHB2	ADRB2	0.598835
PHB2	ICT1	0.598835
PHB2	SIRT2	0.598835
PHB2	FMNL1	0.598835
PHB2	UBC	0.0523169
PHB2	CTNNB1	0.475767
PHB2	TSC22D1	0.598835
PHB2	RIPK2	0.475767
PHB2	TFE3	0.475767
PHB2	AGO3	0.598835
PHB2	FN1	0.598835
PHB2	HDAC5	0.332937
PHB2	EZH2	0.561127
PHB2	STAU1	0.598835
PHB2	EPAS1	0.598835
PHB2	NR2F2	0.561127
PHB2	SUZ12	0.598835
PHB2	MDC1	0.598835
PHB2	USP15	0.598835
PHB2	TIMM50	0.598835
PHB2	TRAF6	0.598835
HACE1	PLXNA2	0.501
HACE1	NOXA1	0.598835
HACE1	IRF7	0.598835
HIST1H1C	COPS5	0.598835
HIST1H1C	RELA	0.598835
HIST1H1C	HIST1H3D	0.73224
HIST1H1C	EED	0.391484
HIST1H1C	SMURF1	0.598835
